"Raf"	"Mek"	"PLCg"	"PIP2"	"PIP3"	"Erk"	"Akt"	"PKA"	"PKC"	"p38"	"JNK"	"experiment"
50.9	24.4	68.5	137	50.9	22.7	40.3	496	42.6	74.3	200	1
29.4	20.4	35.2	33.1	38.9	26.7	47	340	32.8	53.8	19.1	1
48.3	7.43	15.5	110	48.7	3.79	17	483	7.04	31.3	92.2	1
64.9	34.9	5.94	11.3	26.2	68.5	106	615	15.1	40.3	26.9	1
32.8	23.9	23.7	18.8	5.83	33.4	55.2	806	15.3	37.2	21.5	1
26.4	17	51.9	47.8	8.2	22.9	37.9	257	50.9	71.7	27.9	1
69.8	34	24.1	71.7	17.6	13.2	24.6	264	18.1	41.4	23.5	1
45.7	18.3	8.66	18.4	64.4	10.6	14.9	429	16.1	25.9	10.5	1
131	37.2	19.1	97.3	30.2	24.1	29.4	313	16	19.1	18.4	1
106	38.2	9.14	24.1	32.2	18.3	30.5	685	12.1	28.1	19.6	1
68.5	28.1	16.4	145	16.5	10.7	23.7	573	4.18	30.8	59.9	1
59.4	26.7	10.1	83.5	1.64	6.79	21.5	346	4.18	23.3	33.7	1
47	17	42.2	71	44.5	10.8	57.3	538	26.9	50	15.3	1
56.7	35.9	9.14	30.8	15.4	37.9	105	1625	21.7	30.5	19.8	1
28.4	12.6	21.1	31.3	45.3	36.2	60.4	835	4.18	15.8	90.6	1
35.2	19.1	28.6	66.1	60.4	2.71	21.1	599	3.19	14.3	90.6	1
47	24.1	17.8	257	75.7	7.77	29.2	956	10.8	30.5	11.5	1
63.2	18.9	20.5	15.4	9.31	21.1	113	1104	23.7	56.2	13.3	1
62.6	21.1	6.04	209	24.8	5.05	18.4	583	2.79	12.4	8.28	1
14.2	11.7	24.8	38.9	63.2	6.1	14.2	355	10.7	30.2	10.6	1
53.8	20.7	16.4	15.3	1.43	12.1	18.4	509	9.65	53.3	217	1
68.5	27.6	17.5	82	18.6	6.85	24.1	359	1.1	61.5	14.1	1
119	64.4	10.5	53.8	28.6	8.66	33.4	2480	2.97	31.9	78.4	1
41.8	11.1	14.9	18.6	66.7	6.79	34	698	13.3	22.3	11.1	1
44.9	21.7	15	48.7	42.9	2.59	20.9	414	13.9	27.4	9.91	1
72.3	38.9	1	547	11.2	3.68	13.7	343	15.3	40	18.3	1
53.3	34.6	2.89	1.11	764	8.66	12.7	219	24.6	63.8	137	1
31.9	18.9	87.4	130	31.3	7.57	24.6	523	9.47	23.7	16.3	1
117	59.4	10.8	284	23.1	21.1	30.5	305	7.1	21.1	32.5	1
45.3	32.8	26.9	137	37.5	3.08	11.5	649	2.33	31.6	57.3	1
46.6	30	12.9	16.7	14.2	10.1	16.7	262	32.5	96.5	25.7	1
30.5	8.9	163	379	75	13.2	16.5	514	19.5	26.4	17.8	1
41.8	12	11.1	28.9	35.9	6.26	22.9	24.4	2.79	15.4	83.5	1
102	38.2	37.5	244	73.7	14.9	15.3	466	5.28	30.5	122	1
33.1	26.2	23.7	168	43.3	115	209	791	20	18.1	12.4	1
44.1	33.4	15.7	21.3	15.5	7.77	19.1	441	2.35	17.5	82.8	1
15.3	14.9	18.9	17.8	14.1	21.9	23.7	294	8.28	17.9	10.7	1
85.8	31.3	9.65	73.7	10.8	5.94	17.9	441	22.3	46.6	32.8	1
32.5	27.1	22.7	22.5	22.5	21.9	33.1	509	21.1	33.7	9.22	1
54.7	19.3	36.2	50	28.4	12.1	28.9	294	16.1	27.6	15	1
40	23.7	14.3	19.8	13.7	1.73	5.67	16.8	23.5	42.6	11.5	1
36.5	16.5	15.5	32.2	9.47	3.34	5.42	257	26.9	47	66.1	1
52.8	50	34.3	95.6	71.7	29.4	64.9	453	12.3	22.1	21.3	1
81.3	61.5	20.4	25.9	13.7	40.7	50	422	11.2	28.4	14.5	1
13.5	30	24.8	255	61.5	29.7	44.5	231	19.3	35.2	15.1	1
17.5	29.4	27.4	22.9	24.1	22.5	29.2	422	26.9	44.1	4.26	1
38.2	25.9	45.7	39.6	13.1	20.2	42.6	362	3.43	13	52.8	1
104	26.2	11.4	11.9	22.1	9.56	15	349	1.36	31.9	1	1
37.2	12.1	31.3	21.9	10	12	22.3	372	3.34	10.4	75.7	1
52.3	41	25	53.8	19.3	9.91	20	610	1	52.8	8.9	1
80.6	25.5	11.8	96.5	9.65	2.76	18.6	13.3	20.2	40	17	1
227	42.2	16.3	62.6	11.7	2.39	26.2	562	2.27	28.1	20.5	1
33.4	4.45	17.2	30	28.6	28.9	55.7	429	27.9	37.5	12.5	1
31.9	16	7.77	24.1	85.8	5.73	7.04	292	10.6	30.2	12.1	1
73.7	25.3	15.4	120	12.6	4.78	18.8	445	4.74	15.3	114	1
55.2	55.7	9.56	514	53.8	7.99	15.3	685	14.3	26.7	11.5	1
37.5	21.9	7.37	23.3	57.8	8.9	14.3	375	18.4	46.1	35.2	1
25	16.5	9.31	19.5	3.52	106	172	1715	11.3	22.7	16.7	1
70.4	33.1	8.2	500	93.1	47.8	88.2	1055	2.53	12.1	87.4	1
31.1	20.2	23.9	400	110	9.14	13.2	567	31.3	80.6	106	1
47.4	14.1	9.31	20.4	26.2	6.26	8.28	385	14.3	25.3	14.9	1
86.6	49.1	17.9	4.91	15.3	10.8	17	284	21.3	37.2	11.2	1
120	45.3	18.6	113	25.5	16.5	38.2	1114	16	31.3	6.55	1
51.4	37.9	20	19.3	25.7	10.5	44.5	764	17.5	36.8	14.3	1
27.6	26.2	18.3	64.9	44.1	21.5	30.8	1155	18.1	31.1	8.98	1
42.2	16.8	16.5	163	8.74	12.7	30.5	441	9.91	17.6	17.6	1
32.2	28.4	39.6	25.5	11.5	14.7	24.6	319	24.6	44.1	19.8	1
38.2	24.1	28.1	22.1	30	25.5	47.8	1186	25.3	53.8	39.2	1
55.7	26.9	28.6	9.47	50	25	43.3	437	3.85	19.6	38.2	1
47.4	25.5	15.5	35.5	3.65	14.9	18.4	737	4.87	15.4	76.4	1
40.7	17.2	15.1	15.5	3.62	11.7	21.1	514	24.4	50	119	1
10.6	14.1	28.4	17.9	12.4	17.6	25.7	365	4.57	12.5	40.3	1
92.2	30.2	16.7	77	55.7	7.91	26.9	562	2.69	13.3	61.5	1
33.4	12.7	21.5	48.3	22.9	22.1	29.7	276	3.46	11.3	24.4	1
25.7	7.84	41.4	29.4	25.5	17.6	28.6	331	14.5	27.6	13.8	1
63.2	32.5	22.1	292	35.2	4.14	8.28	164	13.8	27.6	1.02	1
65.5	28.9	11.9	104	28.6	13.6	21.9	337	13.3	33.4	17.5	1
51.4	59.4	42.2	178	66.1	5.78	22.7	514	9.82	18.3	4	1
65.5	48.3	17.9	93.1	25.3	9.31	11.9	491	2.86	15.7	57.3	1
13.3	20.7	18.6	147	35.5	69.2	110	1275	5.73	16.5	16.8	1
114	39.6	14.1	75	33.1	6.73	23.3	737	13.3	35.2	12.7	1
141	65.5	46.6	276	112	40	56.2	743	15	26.7	20.7	1
43.7	19.3	23.7	34.6	19.8	20	35.9	610	1.35	93.1	8.35	1
3.82	14.6	15.8	8.9	10.3	12.6	26.9	308	46.6	77.7	44.9	1
93.1	80.6	21.3	17.2	18.4	28.6	43.3	311	8.2	18.4	5.28	1
50	28.1	22.3	28.6	19.3	9.73	39.2	1472	29.7	59.9	22.7	1
89.8	17	20.9	85.8	29.7	1	3.16	248	16.3	28.9	19.6	1
17.2	15.1	21.3	22.1	20	20.9	27.9	379	12.7	25.9	3.4	1
43.7	26.7	23.3	78.4	43.7	11.5	12.6	483	11.1	31.1	9.06	1
19.1	15.5	4.37	9.91	22.3	10.8	16.3	491	8.51	27.9	16.4	1
195	60.4	32.2	11.4	44.5	4.53	13.3	28.4	15.8	25.9	20.7	1
88.2	33.7	12	56.2	16.7	10	16.3	407	15.5	38.5	11.1	1
92.2	37.2	22.3	146	19.3	19.1	37.2	325	14.1	27.6	16.1	1
39.6	11.9	19.3	552	76.4	16.5	27.4	365	13.6	24.6	16.1	1
93.1	36.5	9.31	349	38.9	11.5	19.3	355	8.58	12.6	23.5	1
18.3	4.1	14.5	149	25	18.9	39.6	355	4.74	17.5	67.3	1
63.2	22.7	10.8	106	36.5	57.3	93.1	1046	15	31.9	11.4	1
43.7	13.8	2.21	316	24.6	15	31.3	828	12.3	23.1	11.8	1
8.2	17	21.1	85.8	31.3	16.5	26.9	305	23.5	38.5	8.9	1
26.7	17	1.35	365	17.8	14.1	52.8	1700	10.3	20.7	13.9	1
50.5	28.1	49.1	60.4	41.8	31.6	51.9	1219	8.58	53.3	12.5	1
84.3	34.6	5.14	15.8	14.3	13.5	21.5	349	3.46	12.1	62.1	1
62.6	24.1	20.9	12.9	23.1	40.7	93.1	1794	4.18	12.6	93.1	1
63.8	21.7	15.4	39.2	8.9	100	233	2458	14.1	32.5	14.5	1
43.3	21.7	8.66	48.3	42.6	8.98	14.9	557	8.2	34.3	165	1
79.1	25.5	7.57	93.1	22.1	8.9	19.8	478	20.5	32.8	14.2	1
10.8	15	23.5	28.4	55.7	1.22	14.7	828	18.9	31.9	10.1	1
78.4	22.1	30	328	35.2	12.3	22.9	253	16.7	25.9	10.6	1
90.6	49.1	18.1	105	21.5	22.9	31.9	392	15.8	24.1	11.1	1
552	389	12.9	161	44.5	17.8	25.9	770	4.03	13.5	26.7	1
40.7	24.6	61	120	22.9	23.5	50.5	717	45.7	85.8	39.6	1
60.4	12.7	17.3	175	22.3	12.7	31.1	319	3.65	23.3	55.7	1
50.5	21.1	17.5	22.3	4.22	25.3	38.9	382	3.52	8.43	71.7	1
117	38.9	26.7	14.3	10.3	15.1	29.2	843	23.1	36.8	15.1	1
61	21.7	12.6	82	23.7	10.6	20.5	1346	21.7	36.2	16.4	1
92.2	42.2	14.5	32.2	37.2	4	17	334	11.4	29.2	70.4	1
11	9.31	7.43	126	24.1	15.5	26.2	594	18.9	44.1	22.7	1
170	86.6	29.7	179	47	29.2	43.3	331	4.18	23.9	93.9	1
54.2	21.9	11.7	229	36.5	36.2	127	939	16.8	40	14.9	1
18.1	23.5	40.7	91.4	53.8	14.7	28.4	552	4.96	41.4	292	1
34.9	21.7	41.4	215	83.5	7.23	17.6	538	27.6	57.3	20.4	1
179	164	15.8	45.7	11.9	17.5	30	730	17.2	25.9	17.9	1
83.5	48.7	34	107	67.9	17.6	31.1	316	2.05	15	71.7	1
89	31.6	54.2	79.9	26.9	4	58.8	523	5.47	21.7	54.7	1
58.8	37.9	5.67	22.3	11.2	34.9	63.8	1946	15.7	29.4	9.91	1
31.9	11.4	14.1	12.2	6.04	14.9	28.9	470	24.8	39.6	30.8	1
46.6	19.5	29.2	58.3	47.4	5.38	31.6	457	10.2	32.8	22.1	1
37.9	10.6	17.6	32.2	14.7	14.6	28.4	244	6.79	14.6	66.1	1
73	20	13.3	13.6	28.6	2.25	23.1	302	58.3	111	170	1
42.2	17.9	31.9	75.7	77	24.1	106	1794	15.4	49.6	200	1
87.4	57.3	24.8	110	40.7	24.4	27.4	359	12	20.4	6.98	1
41	17	21.1	244	70.4	10.4	16.8	470	19.6	38.5	19.6	1
50.9	35.2	22.1	22.9	3.19	3.96	12.4	115	32.2	49.6	18.8	1
10.8	19.3	17.8	29.4	26.9	5.19	10.8	698	4.74	10.1	69.8	1
77.7	48.7	20.7	21.7	18.6	11	33.1	400	13.5	22.7	14.6	1
74.3	30.5	22.1	35.5	50.9	126	276	1625	17.6	27.9	17.9	1
40.7	55.7	11.2	114	26.7	53.3	84.3	956	12.4	26.7	15	1
77	20.4	12.6	25.7	37.5	3.55	12.4	562	10.1	25.5	26.7	1
14.3	5.42	13	89	1.64	8.2	21.9	414	21.3	33.1	23.1	1
51.9	33.7	15	43.3	12.5	20.9	35.9	403	93.9	170	40	1
33.4	24.1	9.14	18.9	54.7	44.9	102	1334	28.9	69.2	47	1
75	46.6	2.84	457	37.2	6.55	19.8	389	20	31.1	11.5	1
1.61	11.4	34.3	31.3	7.04	49.6	81.3	791	8.51	30.8	155	1
53.3	21.5	6.44	253	23.1	9.47	26.2	334	3.4	27.6	79.1	1
85.1	32.2	16.8	32.5	64.4	3.02	27.9	207	26.4	38.9	11.8	1
50.9	28.6	25.3	56.7	38.2	29.4	60.4	717	9.73	19.3	14.7	1
25.9	22.9	33.4	93.9	26.7	5.57	14.9	615	16.1	33.7	17.5	1
85.8	62.1	53.3	325	239	12.9	24.6	403	10.6	14.3	12.2	1
94.7	37.5	72.3	96.5	33.1	25.5	46.6	588	4.7	17.2	28.4	1
40	18.4	24.4	63.8	35.2	6.15	16.4	81.3	15.5	27.6	15.7	1
77	46.1	35.2	90.6	41	16.1	25.9	396	2	76.4	14.3	1
28.6	22.5	40.7	204	66.1	20	29.2	239	1.32	36.2	1.79	1
92.2	56.2	15.3	19.1	12.7	9.14	9.39	322	11.1	20	18.9	1
14.6	11	8.35	175	32.2	8.35	25.9	965	23.9	35.2	5.19	1
54.2	17.9	19.8	22.1	18.8	27.1	41.8	319	10.9	23.9	13.2	1
29.7	18.9	3.43	14.7	23.5	2.76	9.65	276	1.95	79.1	4.87	1
31.1	23.9	1	843	82.8	16.4	30.2	474	8.06	21.7	6.61	1
75	21.1	39.2	33.4	2.23	18.1	28.4	302	19.5	36.8	12.6	1
42.9	23.1	4.14	200	16.7	19.1	45.3	1252	25.7	27.9	17.9	1
82.8	26.9	7.84	142	3.85	17.6	25.3	297	34	71.7	33.7	1
426	255	11.5	58.3	15.8	7.77	16.3	685	5.52	6.44	3.62	1
54.2	33.4	20.4	20.5	22.3	20.9	33.1	269	18.9	46.6	18.3	1
88.2	19.5	22.3	81.3	16.4	4.57	16.5	542	18.4	33.4	14.1	1
12.4	21.1	14.2	14.1	61.5	16	33.7	835	10.4	21.5	8.06	1
147	85.1	15.4	59.4	111	21.1	27.9	297	1.18	8.82	41.8	1
58.8	24.1	18.3	16.7	9.47	2.21	10.6	1.95	1.6	5.38	5.38	1
48.3	12.3	24.1	17.3	1	1.55	19.5	42.9	21.1	34.3	18.6	1
107	50	13.6	67.9	23.1	20.9	27.1	331	3.11	12.1	33.7	1
79.9	122	23.7	20.5	15.5	10.7	22.7	407	3.65	20.7	59.9	1
77	36.2	23.9	29.4	10.9	15	27.9	375	22.3	35.9	11.7	1
52.3	34.9	10.1	32.2	36.8	23.9	35.5	231	14.1	18.8	11.5	1
69.8	23.1	17.6	445	109	24.8	38.5	179	21.1	47.8	22.7	1
84.3	33.7	21.1	38.2	24.4	9.82	13.1	519	28.6	55.2	16.7	1
59.9	30.5	8.51	6.55	8.74	10.4	22.3	368	13.7	25	14.3	1
47	25.9	13.6	16.4	13.2	23.5	46.6	1241	18.4	35.2	22.9	1
74.3	16.5	53.3	47.8	50.9	22.3	37.5	461	22.1	49.1	14.2	1
8.28	19.3	18.9	161	35.5	26.2	44.1	191	17.6	38.2	20.9	1
66.1	53.8	11.1	20.5	26.9	5.19	15.7	573	8.9	11.4	38.5	1
47	23.1	18.6	28.1	18.4	11.3	30	743	28.4	47.8	19.3	1
23.5	27.4	2.44	122	15	18.1	28.4	294	3.82	19.5	155	1
12.3	6.38	7.37	111	18.6	3.11	18.8	496	14.2	34	13.5	1
15.8	10.5	12.6	18.9	14.2	17.5	32.5	316	31.1	46.6	19.6	1
21.1	25.3	11.4	109	22.3	20.2	31.9	385	17.2	29.4	11.7	1
12.7	10.2	11.5	130	28.6	20	25.7	359	6.21	29.4	27.1	1
15	13.2	26.2	28.1	13.5	11.2	44.1	2035	7.17	17.2	12.6	1
69.2	28.6	4.57	389	45.3	1.81	14.5	204	22.7	38.2	10.4	1
9.65	3.05	31.3	106	40	28.1	46.1	470	15.8	20.7	7.91	1
43.7	21.5	12.2	53.3	59.9	6.79	15.3	362	29.4	52.8	38.9	1
32.2	21.5	5.88	136	18.3	96.5	175	578	3.34	23.3	83.5	1
37.9	12.3	11.2	57.3	10.6	16.7	46.6	1611	15.3	39.2	23.1	1
48.3	33.7	15.7	11.3	28.1	7.5	32.5	1310	11.2	27.9	20.9	1
33.1	17.3	5.99	93.9	26.4	11.5	41.8	692	4.57	18.4	3.02	1
45.7	28.9	12.1	13.7	40.3	5.88	13.3	403	23.7	43.3	8.28	1
22.1	5.78	30.5	17.3	7.3	7.1	19.5	418	28.4	57.8	20.2	1
40	16	10.2	18.9	31.3	5.19	17.2	922	25	59.9	35.9	1
31.1	20.2	8.74	11.3	67.9	42.6	54.2	343	2.44	6.92	73.7	1
97.3	36.5	21.7	57.3	4.18	4.74	40.7	505	16.1	31.6	14.9	1
31.9	23.9	7.57	40.3	19.1	56.2	93.9	1625	10.7	18.4	10.3	1
38.2	13.9	30.8	211	92.2	14.1	17.5	547	17.5	39.6	16.7	1
51.4	25.7	7.91	23.3	24.1	7.04	14.9	470	42.6	58.3	2.97	1
56.2	19.8	9.14	17.2	10.6	16.8	71.7	1894	12	23.5	16.3	1
75	26.4	25	163	35.5	19.6	30	250	15.8	28.9	12.4	1
55.7	23.9	8.06	16.7	25.7	16.4	21.7	573	35.2	63.2	17.8	1
50.9	31.6	11.1	8.28	21.3	1.22	14.2	604	1.19	63.8	7.5	1
83.5	26.9	13.7	52.3	46.6	18.3	22.9	292	19.3	47	20.4	1
67.9	28.4	18.4	255	40.7	119	173	621	6.44	13.1	77	1
57.3	26.7	14.6	109	21.5	1.89	9.56	396	19.6	39.6	16.8	1
34.9	54.7	11.8	105	18.4	19.6	77	163	8.9	31.9	33.7	1
66.7	24.8	16.7	19.1	18.9	30.8	61	1252	18.8	36.5	25.9	1
39.6	45.3	21.3	110	38.5	10.1	30.5	685	18.8	34.6	22.3	1
47.4	27.9	7.04	25.7	39.6	5	16.7	319	10.3	27.1	5.78	1
40.7	22.3	14.9	38.5	7.04	6.38	29.7	19.6	32.2	64.9	51.9	1
52.3	25	15.3	29.4	9.31	17.6	17.9	316	15.4	41	146	1
18.9	15	10.6	172	21.5	21.9	28.4	372	1.39	50	6.32	1
41	23.1	20.9	11.8	8.9	21.3	37.2	784	3.19	21.9	65.5	1
47	33.7	22.9	33.7	20.7	18.6	35.5	267	12.9	34.6	13.7	1
33.1	19.3	9.39	18.4	33.1	27.6	30.2	407	9.56	16	9.91	1
20.2	15.5	8.2	150	40.3	16.3	33.4	331	3.65	11.5	83.5	1
75	32.2	24.6	20.5	16	21.3	25.5	284	27.6	47.8	30.2	1
25	10.7	9.73	27.1	15.4	11	19.1	302	3.13	18.4	71	1
5.57	13	14.6	112	32.8	16.4	27.4	528	2.21	24.1	69.2	1
21.5	9.73	14.5	91.4	17.8	2.71	16.8	552	6.1	19.3	6.92	1
53.3	22.5	17.6	15.5	9.91	21.3	34.3	313	23.1	38.9	16.7	1
59.9	26.9	20.4	196	69.8	18.6	49.6	947	4.57	18.8	133	1
54.2	23.3	9.22	26.7	49.1	17.5	33.4	478	10.9	25	5.28	1
90.6	38.9	15.7	33.4	16.7	25.7	34.6	359	3.34	19.3	97.3	1
73	30.2	44.9	349	130	13.8	22.9	359	11	29.7	114	1
38.9	14.9	24.1	82.8	17.2	21.5	21.5	271	13.6	31.9	14.7	1
21.5	12.7	27.6	53.3	53.3	25.3	44.9	325	19.3	25.3	9.65	1
64.9	46.6	26.2	21.9	14.1	24.1	31.1	375	12.1	27.1	7.99	1
27.1	18.1	15.7	40.7	16.1	21.3	39.6	264	15.8	28.9	11.1	1
57.8	27.4	6.61	14.7	18.1	28.1	32.5	349	10.3	26.7	9.73	1
39.2	13.2	35.2	26.4	59.4	45.3	72.3	813	12.1	27.6	10.2	1
40.7	24.8	15.8	6.67	45.3	13.7	30.5	461	15	22.1	48.7	1
31.6	17.5	8.9	196	20.5	6.61	13.2	365	17.5	23.1	20.5	1
88.2	39.6	27.9	89.8	35.9	6.21	24.1	698	40.7	73.7	45.7	1
99.1	53.3	17.2	101	26.7	38.5	70.4	552	2.48	7.91	89	1
91.4	18.3	21.5	28.4	4.66	29.2	55.2	588	29.4	77	200	1
50	28.1	12.3	117	16.3	27.6	40	223	5.94	24.4	103	1
47	30.2	22.3	37.5	18.3	2.11	14.1	23.9	2.21	22.7	80.6	1
53.8	22.1	15.8	11.4	10.8	11.7	34.9	193	3.34	14.5	77	1
32.2	17.6	16.4	88.2	37.2	9.56	22.5	557	16.1	31.1	18.4	1
66.7	44.1	14.5	15.4	8.13	15.4	34	392	22.7	37.9	17.9	1
40.3	14.6	12.2	64.4	20.7	19.1	29.2	382	22.1	36.2	17.8	1
14.3	8.43	11.2	15.4	55.2	9.47	33.4	1104	26.9	44.1	13.6	1
57.3	35.5	15.3	21.7	20.2	19.5	38.5	396	2.62	27.9	8.9	1
2.97	7.23	14.2	73.7	6.85	17.5	25.5	195	1.76	8.43	75	1
13.1	1.53	34	66.7	11.1	12.6	24.6	355	1.53	19.3	75.7	1
95.6	33.1	22.7	47.4	12.9	34.3	44.5	237	5.67	16	82.8	1
36.5	19.3	18.4	16.3	33.7	13.2	106	400	17	35.9	13.5	1
91.4	26.2	22.9	43.3	27.1	20.2	36.2	328	12.2	22.9	3.02	1
70.4	41.4	18.3	83.5	14.5	43.7	77.7	1219	11.9	22.7	15.8	1
73.7	29.4	27.1	188	74.3	13.2	32.2	259	20.9	35.9	9.14	1
142	107	45.7	138	75	26.4	45.7	403	14.6	21.7	11.9	1
34	13.3	33.7	271	71	4.41	39.2	982	20.7	28.9	9.65	1
82.8	35.2	25.5	92.2	64.4	7.99	26.9	632	14.5	25	11.8	1
53.8	23.9	14.1	70.4	4.07	9.22	10.5	334	6.04	12.9	75.7	1
62.6	43.3	26.7	170	28.4	3.75	10.6	389	11.2	18.9	10.9	1
42.6	22.7	14.3	204	33.7	56.2	87.4	578	5.62	22.3	102	1
25.9	11.7	23.7	32.2	24.1	16.7	42.9	483	4.18	19.3	40.3	1
50.5	32.2	42.2	47.4	28.4	27.4	46.1	470	5.28	13.2	36.2	1
8.66	5.38	8.28	102	15.4	19.5	18.1	407	11.2	28.1	163	1
31.9	22.1	20.9	145	26.2	12.7	20.7	334	15.7	35.2	12	1
31.9	22.5	15.7	32.5	26.9	7.43	25.9	655	17.9	44.1	14.7	1
43.3	21.7	21.7	16	22.5	2.81	12.3	757	8.35	26.4	13	1
56.2	34.9	25.9	6.21	1	19.6	37.9	352	1	3.82	5.14	1
47.8	34.9	13.5	21.7	13.9	9.56	19.1	483	1.55	25.3	87.4	1
14.3	22.3	10	31.6	29.4	5.52	21.9	334	14.2	26.4	10.3	1
31.6	23.5	31.3	14.5	14.1	10.3	16.8	478	5.09	12.1	50.5	1
58.8	19.1	19.6	100	19.8	9.65	45.7	939	2.09	13.9	61	1
34	20.2	16	37.9	16.3	16.3	25	264	11	27.4	36.8	1
37.9	32.8	31.6	131	16.4	44.9	73.7	308	1.63	21.5	95.6	1
31.6	21.7	26.7	51.4	18.6	14.7	49.6	1186	26.2	58.3	19.5	1
102	50	42.2	78.4	32.8	17	57.3	1114	6.32	18.1	101	1
25.3	14.5	28.9	65.5	37.9	47.4	66.1	264	18.3	35.9	5.14	1
14.7	44.9	29.2	276	76.4	45.7	65.5	403	27.1	49.6	21.1	1
41.4	20.7	12.1	18.3	14.9	7.84	21.5	1155	6.32	16.4	9.31	1
20.7	8.98	19.1	39.6	26.9	14.6	23.5	368	19.5	38.5	14.3	1
15.5	26.2	19.6	20.2	11.3	8.74	28.4	407	8.58	21.3	34.6	1
56.2	34.9	17	20	15	7.3	22.7	973	3.08	15.3	60.4	1
23.5	23.9	12.7	21.1	32.5	15.8	31.6	271	5.94	19.5	18.3	1
73.7	14.1	50.5	82	23.9	25.3	47.4	1134	20.2	23.1	8.9	1
55.2	20.7	21.7	27.4	12.5	14.5	41.4	1407	22.3	28.1	21.5	1
32.2	21.3	17.9	89.8	27.1	4.14	17.8	372	43.7	59.9	19.5	1
65.5	38.5	20.4	133	37.2	59.9	110	1358	2.74	13.9	98.2	1
28.6	47.4	17.8	66.7	27.9	12.4	20.2	414	16.7	31.1	11.2	1
28.9	16.5	20.2	23.7	4.14	4.7	18.9	7.43	1.68	91.4	3.55	1
25.5	15.8	13.7	300	42.9	16	27.4	284	19.5	34.9	20.5	1
37.2	25.3	17.5	82	24.6	7.77	16.8	426	16.5	26.7	6.79	1
79.9	28.6	2.67	300	40.3	29.2	52.8	626	7.7	25.7	189	1
43.3	15.5	1.06	202	24.6	20.2	30.5	379	12.1	24.6	16.3	1
36.2	20.7	23.9	20	11	10.6	21.3	453	4	9.91	54.7	1
77.7	40	18.9	22.7	14.2	10.9	39.2	362	4.07	21.5	136	1
89	24.4	37.2	35.5	10.8	9.73	11.3	337	12.5	25.9	8.13	1
114	26.7	9.47	124	24.4	13	20.5	284	3.4	13.9	1	1
63.8	22.1	5.78	8.74	14.2	17.6	31.3	362	5.83	21.9	34.9	1
37.2	11.1	23.5	100	26.7	15.7	73.7	519	30.5	82.8	19.1	1
75	44.5	24.1	11.8	20.7	6.67	14.5	422	24.8	35.2	6.61	1
68.5	21.9	12.7	95.6	32.2	8.51	15.8	343	25.7	56.7	21.5	1
23.1	12.1	25.3	36.5	17	14.1	29.4	392	15.7	26.4	16.5	1
55.2	32.8	16.3	16.4	25.7	24.1	49.1	806	6.32	11.7	54.7	1
12.6	8.06	4.91	19.5	69.8	8.28	23.5	542	11	29.7	89.8	1
102	79.9	15.4	17	5.23	5.33	11.1	422	7.57	42.2	149	1
79.9	28.9	25.7	24.6	10.4	24.1	29.7	274	10.3	16.1	67.9	1
83.5	31.1	22.5	67.3	28.6	12	25.3	178	33.1	66.1	34.9	1
80.6	40.7	16.8	14.2	4.1	20.2	33.4	239	3.96	7.17	82	1
58.3	46.1	19.6	153	18.6	4.57	1.7	113	106	153	34.3	1
61	27.9	32.8	52.8	11.2	12.9	30.5	271	12.2	19.3	9.47	1
50.9	15	16.5	17.5	5.42	44.1	82.8	1176	8.43	21.9	15.4	1
15.3	16.7	21.9	106	40	9.47	22.5	429	33.1	51.4	17.8	1
49.1	24.6	10.1	145	14.3	12.3	24.4	453	26.2	37.9	17.6	1
42.9	24.6	24.8	59.4	20.7	22.5	41.8	407	21.1	44.9	18.8	1
57.3	30.8	48.7	9.73	64.4	15.5	27.4	523	7.84	24.1	92.2	1
14.5	40.7	19.6	426	73	15.3	33.1	334	3.02	20	79.1	1
89.8	19.3	16.5	15.8	1.3	43.7	79.9	1731	12.1	24.6	8.74	1
58.8	17.6	24.8	179	61.5	17.3	69.2	717	2.04	30.5	86.6	1
139	110	23.5	496	84.3	20.7	40.7	410	20.2	40	19.3	1
36.5	18.4	3.25	9.73	38.9	4.22	13	241	16.3	36.5	20.9	1
18.8	19.5	25.9	322	51.9	10.5	23.1	365	3.79	10.9	73.7	1
35.9	15.1	10.8	85.8	21.3	10.1	23.7	414	21.9	53.8	27.1	1
36.8	19.6	22.3	106	27.1	11.5	21.5	294	2.02	11.1	86.6	1
62.6	27.6	77	53.8	16	7.77	14.1	331	18.6	39.6	12.9	1
52.8	28.4	16.3	108	44.9	16.4	30.8	213	18.9	32.2	19.5	1
51.9	24.4	23.3	124	41	10.8	20.7	331	27.9	61	32.8	1
8.43	19.8	18.9	139	49.6	15.7	26.7	294	1	101	6.21	1
37.2	16.7	14.7	81.3	13.3	9.39	24.8	328	24.8	41.4	32.8	1
69.2	37.2	21.3	40	21.5	13.6	28.1	359	12.2	26.4	59.4	1
24.6	16	23.7	392	113	16.8	29.2	355	12	47	191	1
42.9	20.5	18.4	64.9	42.9	4.03	11.1	400	29.2	37.9	15.4	1
84.3	18.6	17.2	25	9.56	5.99	13	311	21.9	36.8	13.7	1
48.3	36.8	28.9	36.2	12.7	29.7	44.1	257	16.3	27.4	10.8	1
31.1	12.6	3.96	13.2	47	27.4	41	346	2.53	12.5	82.8	1
37.5	31.1	22.1	27.9	27.9	18.8	37.2	573	1.88	33.1	54.7	1
